300	266
14	8	8
21	13	11
9	8	6
4	6	5
3	3	5
4	2	3
3	3	3
4	4	4
4	4	4
5	5	7
4	6	5
6	8	7
8	9	13
7	8	10
21	16	20
67	50	56
122	88	105
148	75	94
150	58	105
151	83	130
174	123	138
176	125	134
163	131	116
155	95	67
175	91	54
208	154	68
189	94	40
189	47	43
189	34	48
183	28	44
170	25	32
164	25	32
165	23	37
174	26	40
184	28	41
186	32	44
188	33	47
196	31	47
196	31	47
193	32	47
193	31	46
193	30	47
195	33	48
199	34	48
193	32	47
189	30	48
192	31	47
198	33	50
197	32	48
193	31	44
193	31	44
195	30	44
197	32	48
200	34	48
199	33	47
199	34	48
201	35	49
200	34	48
199	31	46
202	36	50
200	34	48
197	32	46
199	34	48
200	34	48
197	29	44
199	31	46
200	34	48
197	32	46
197	29	44
198	32	46
197	39	53
189	38	53
173	47	58
168	57	63
163	58	55
158	46	45
162	37	43
163	32	40
171	31	40
177	29	41
181	29	42
185	29	42
190	29	44
192	30	45
195	30	46
199	31	46
202	31	47
201	35	49
202	34	49
201	33	48
204	33	49
204	33	49
203	32	48
203	32	48
205	33	49
207	37	50
207	37	50
207	36	52
206	35	51
206	35	53
206	35	51
208	36	52
209	37	53
206	35	51
205	33	49
204	32	48
205	33	47
206	34	48
207	37	48
206	36	49
206	36	49
208	33	48
208	36	52
207	37	50
208	36	50
208	35	54
207	34	53
211	36	51
212	37	50
211	36	51
207	35	49
207	35	51
208	36	52
209	37	53
207	36	52
206	35	51
207	35	51
205	34	50
204	33	49
203	35	48
203	35	48
205	34	50
204	36	51
203	35	50
201	35	47
202	34	51
202	34	49
201	33	48
202	34	49
201	33	48
202	36	50
203	35	50
201	33	48
200	32	45
200	32	45
201	33	46
203	35	48
202	34	49
203	35	50
203	35	48
202	34	47
201	33	48
202	34	49
203	35	50
205	35	48
204	34	47
204	34	47
204	34	47
203	35	48
202	35	45
201	34	44
201	34	44
202	34	47
204	34	47
204	33	49
205	34	50
205	34	50
203	37	49
204	36	53
204	36	53
205	34	50
203	32	48
203	33	46
202	34	47
203	35	52
202	34	49
201	33	46
203	35	48
203	35	50
203	35	52
202	34	49
204	36	49
202	34	49
202	34	49
201	33	48
197	31	45
197	31	45
199	33	47
199	33	47
200	34	48
202	34	51
201	34	51
199	34	48
197	33	44
199	35	46
198	33	47
198	33	47
201	36	50
201	37	48
200	34	48
200	33	50
200	33	50
202	36	50
200	34	46
200	34	48
198	32	46
199	33	47
201	33	46
202	34	49
205	37	54
202	35	52
202	36	50
202	36	50
202	36	50
201	34	51
202	36	48
200	34	46
199	33	47
200	34	48
198	31	48
197	32	48
198	33	49
198	33	49
195	30	44
194	29	43
194	29	43
193	31	46
193	30	47
194	33	48
193	32	48
191	30	46
190	34	48
187	29	44
187	29	43
189	31	45
186	30	43
185	29	42
187	29	43
190	29	44
188	30	45
186	28	43
185	27	41
186	28	42
186	28	42
185	29	43
186	30	44
185	29	43
184	28	42
184	28	42
184	28	42
184	28	42
184	28	42
184	28	42
184	28	42
184	28	42
180	28	41
178	28	40
178	28	40
177	27	39
177	27	38
176	26	37
174	27	37
174	28	39
170	26	36
166	26	37
161	25	37
164	28	38
171	31	42
174	34	45
175	33	47
172	32	45
156	28	41
142	28	36
110	33	39
65	41	41
51	50	46
55	55	53
61	60	58
66	65	63
74	72	73
75	75	73
84	86	83
96	98	95
23	23	23
13	13	13
8	8	8
15	15	13
13	13	11
11	10	8
12	11	7
13	12	8
14	13	9
17	16	12
18	17	13
20	19	15
23	19	16
22	18	15
25	21	18
24	20	17
13	12	10
19	11	9
20	12	10
8	7	5
3	5	4
3	3	5
4	2	3
4	4	2
3	5	2
6	5	3
4	4	6
5	5	5
8	8	6
7	9	8
15	16	18
42	36	48
97	75	96
129	95	112
139	66	77
143	56	91
162	97	127
165	117	107
146	124	83
162	179	101
150	100	41
192	126	52
203	132	54
190	55	36
191	34	45
187	31	42
186	30	44
184	28	42
184	29	43
193	32	47
192	34	48
195	34	50
200	35	52
198	36	49
199	37	48
195	30	44
193	31	44
197	33	44
197	32	46
198	33	47
198	34	45
193	32	47
191	30	48
194	31	48
198	32	52
200	35	51
197	32	46
196	30	44
195	28	45
198	31	48
199	33	47
197	33	44
202	31	47
203	32	48
202	34	49
201	35	49
202	36	50
200	35	49
199	33	47
199	33	47
198	32	44
199	31	44
198	32	46
194	32	45
196	32	43
198	32	44
199	33	47
198	33	47
190	36	48
180	35	50
172	37	51
160	47	51
152	52	50
157	47	50
167	40	49
173	38	45
177	33	42
184	32	44
189	28	43
191	29	44
195	33	48
198	33	47
199	33	47
201	35	49
201	37	48
201	35	49
201	33	48
203	33	46
203	33	46
203	32	48
203	32	48
206	36	49
208	38	51
207	37	50
207	36	52
205	34	50
204	33	49
204	32	48
206	34	50
208	36	52
208	36	52
208	36	52
207	35	49
207	35	49
207	35	49
208	38	49
207	37	50
207	37	50
211	34	50
210	35	50
207	35	47
208	36	50
207	34	53
208	35	54
210	38	52
211	36	53
209	37	51
207	35	51
206	35	51
207	36	52
207	36	52
205	34	50
205	34	50
204	33	49
202	34	49
202	34	49
201	33	48
202	34	49
201	33	48
202	34	49
202	34	49
200	34	48
201	33	50
201	33	48
199	31	46
199	31	46
200	32	47
202	34	49
202	34	49
199	31	44
200	32	47
200	32	47
200	34	48
202	34	49
201	33	48
202	34	49
202	34	47
201	33	46
200	34	48
201	35	49
201	35	49
200	34	48
200	34	48
200	34	46
200	32	45
202	34	47
201	33	46
202	35	45
200	33	43
201	33	46
201	33	46
201	33	48
202	34	49
204	36	51
201	35	47
202	34	51
204	36	51
205	34	50
201	30	46
200	30	43
201	33	46
203	35	50
203	35	50
202	34	47
203	35	48
203	35	52
202	34	51
201	33	48
203	35	48
202	34	49
205	37	52
202	34	49
202	34	49
202	34	49
203	35	50
202	34	49
201	33	48
200	33	50
201	35	49
201	35	47
200	34	46
201	35	47
199	33	47
200	34	48
202	36	50
201	35	49
200	33	50
198	31	48
198	31	48
200	34	48
201	35	49
201	35	49
199	33	47
200	34	48
203	35	48
203	35	50
204	36	53
203	35	52
205	37	52
204	36	51
203	37	51
201	34	51
203	35	48
202	34	47
201	35	47
201	35	49
200	33	50
199	32	49
199	32	49
199	32	49
198	32	46
197	32	46
197	32	46
198	33	49
195	33	48
195	33	48
193	32	47
192	31	46
188	30	44
189	28	43
189	28	43
190	29	44
186	28	42
186	28	43
188	30	45
189	28	44
187	29	43
187	29	43
187	29	43
187	29	43
185	27	41
185	27	42
187	29	44
187	29	44
189	31	46
188	30	45
185	27	42
184	28	42
185	29	43
185	29	43
187	31	45
186	30	44
180	28	41
179	27	40
178	28	40
177	27	39
176	26	37
176	26	37
173	26	36
172	26	37
168	26	38
165	25	38
165	27	40
173	31	45
177	32	45
175	35	48
173	31	45
168	31	41
150	28	39
140	30	39
105	32	39
59	38	37
47	46	42
50	50	48
55	55	53
62	61	59
68	67	65
73	73	71
78	80	77
94	96	93
26	26	26
7	7	7
8	8	6
10	10	8
13	12	10
14	13	9
18	17	13
23	19	16
21	20	15
23	20	15
24	21	16
25	22	17
26	23	18
24	21	16
24	21	16
24	21	16
22	17	14
20	12	10
14	8	8
5	4	2
3	5	4
3	3	3
3	3	3
3	3	3
4	4	4
5	3	4
4	4	6
3	5	0
5	5	5
17	12	18
54	39	44
84	53	68
129	75	98
153	87	91
151	58	79
165	69	117
168	85	113
142	77	75
165	131	93
166	126	74
171	103	42
212	161	69
191	90	34
191	38	43
192	31	49
194	33	49
188	30	45
190	29	44
195	30	47
196	31	48
195	34	49
197	36	51
199	34	50
201	35	47
198	34	45
197	32	48
195	30	46
199	35	44
199	35	44
199	35	46
200	34	48
198	33	49
195	29	49
195	29	49
197	34	51
199	34	50
197	32	46
194	30	41
195	30	44
200	34	48
198	32	46
197	31	43
201	35	49
200	34	48
200	34	46
200	36	47
200	35	49
198	32	46
197	29	44
202	32	45
202	32	45
201	30	46
200	34	48
200	35	49
198	32	44
198	32	44
197	32	46
197	29	44
188	34	44
187	37	49
173	33	46
162	32	44
161	35	47
158	41	49
164	54	55
166	50	50
176	41	47
184	40	49
189	37	49
191	35	48
192	36	47
194	34	46
197	35	48
200	38	51
198	36	49
198	33	49
201	35	49
203	36	46
201	34	44
201	33	46
201	33	48
205	35	48
207	35	49
206	36	49
206	36	49
205	34	50
205	33	49
205	33	47
207	35	49
208	36	50
208	36	50
208	36	50
207	35	49
207	35	49
208	36	50
209	37	51
207	35	49
206	36	49
211	34	50
210	35	50
208	36	50
209	37	53
207	34	53
208	37	53
209	39	52
208	35	54
206	34	48
205	34	50
206	35	51
205	34	50
202	34	49
201	33	48
203	35	50
202	34	49
201	33	48
201	33	50
199	31	48
200	32	49
199	31	46
200	32	47
200	32	47
198	31	48
195	29	43
196	30	44
196	30	44
196	30	44
197	31	45
199	33	47
199	33	47
197	31	43
198	31	48
198	31	48
198	32	46
198	32	46
199	31	46
199	31	46
200	32	45
200	32	45
200	34	48
199	32	49
199	32	49
198	33	49
199	34	50
200	34	48
201	33	48
203	32	48
203	35	50
201	33	48
201	33	48
202	34	49
202	34	49
200	34	48
200	34	48
201	35	49
202	34	49
201	33	50
202	34	49
203	32	48
204	33	49
203	32	48
203	33	46
204	36	51
203	35	52
201	33	50
203	35	50
202	34	49
202	34	49
203	35	48
203	35	50
203	35	50
204	36	53
203	35	48
204	36	49
205	37	50
207	36	52
206	35	53
202	34	49
199	33	45
201	33	48
202	36	50
202	34	47
203	35	50
201	33	48
202	34	51
204	36	53
204	37	54
203	37	51
202	34	51
200	32	47
201	33	48
202	34	49
201	33	48
201	33	48
203	35	50
205	37	52
205	37	50
205	37	50
205	37	52
204	36	51
203	35	50
205	37	52
203	35	50
205	37	52
204	36	51
203	35	50
202	34	49
202	34	49
202	34	49
201	33	48
200	32	45
201	33	50
200	34	48
199	32	49
200	33	50
198	33	49
196	31	45
192	30	43
192	31	46
193	31	44
193	31	44
190	30	42
191	31	43
190	28	43
189	27	42
190	29	45
189	28	44
192	30	45
190	29	44
189	28	43
189	28	43
188	27	42
187	29	44
187	31	45
187	31	45
189	31	46
188	30	45
185	27	42
184	28	41
183	27	40
183	29	41
184	29	43
182	27	41
183	28	42
180	28	41
179	27	40
179	27	40
179	27	40
177	27	38
175	27	39
173	27	38
163	27	37
165	28	38
173	32	41
178	30	44
177	30	46
174	32	46
173	37	49
167	55	53
144	38	42
133	29	36
99	29	37
50	32	32
39	35	32
42	41	37
48	50	47
56	56	54
61	60	58
68	68	66
75	75	73
87	87	85
23	23	23
12	12	10
15	15	13
14	15	10
18	17	13
22	21	17
24	21	16
24	21	16
25	22	17
24	21	16
26	23	18
24	21	16
24	20	17
23	22	18
21	20	16
21	20	16
22	14	11
20	12	10
12	8	7
5	5	5
3	5	4
3	3	3
4	4	4
4	4	4
1	5	4
5	3	6
3	4	6
2	7	3
13	8	12
55	34	39
109	61	59
139	62	72
164	56	90
170	51	93
180	62	114
185	89	135
160	75	96
163	65	90
189	76	106
181	74	64
209	155	69
210	150	62
189	59	33
192	32	42
192	30	45
194	29	46
188	30	44
188	31	42
188	32	46
192	31	46
195	33	46
200	35	49
199	34	48
198	31	41
198	31	41
197	35	50
198	32	52
198	33	47
197	32	46
200	34	46
201	35	47
197	35	50
190	32	46
190	34	48
194	33	48
197	35	50
198	33	47
195	33	44
198	33	47
201	35	49
200	32	47
199	33	47
200	32	49
201	33	48
202	34	47
201	33	46
202	36	50
200	34	48
198	32	44
200	34	46
199	31	44
202	34	49
201	33	48
200	34	48
198	33	47
197	32	46
197	32	46
196	30	44
191	28	45
176	31	44
165	35	45
166	36	48
171	33	48
168	30	43
168	34	41
165	39	40
164	40	42
166	40	44
172	41	46
175	40	46
178	37	43
185	35	44
192	36	47
195	34	49
193	32	47
197	35	50
200	33	50
200	32	45
201	34	44
201	33	46
202	32	45
204	34	47
208	36	50
208	36	50
208	36	50
206	34	48
207	35	49
206	34	48
209	34	49
211	36	51
210	35	50
212	37	52
211	36	51
210	35	50
209	34	49
210	35	50
207	35	49
207	35	51
210	35	50
208	36	52
209	37	51
208	36	50
207	35	51
207	36	52
206	36	49
205	34	50
203	33	46
201	33	48
202	34	49
201	33	48
201	33	48
199	33	47
199	33	47
198	31	48
200	32	47
198	31	48
196	29	46
197	30	47
196	30	44
194	29	43
193	28	42
191	29	44
190	28	43
191	29	44
192	30	43
191	29	42
191	29	42
191	29	42
194	29	43
195	30	44
197	32	48
198	33	47
197	31	45
198	32	46
199	32	49
200	32	47
197	31	45
196	30	44
199	31	48
198	31	48
199	32	49
199	33	47
199	33	47
201	33	48
204	33	49
204	33	49
204	36	49
200	32	45
201	33	46
202	34	47
202	34	49
202	34	51
202	34	51
202	34	51
205	34	50
205	34	52
204	33	49
204	33	49
205	34	52
204	33	49
202	31	47
203	32	48
204	33	51
203	32	50
202	34	49
201	33	46
201	33	46
202	34	49
203	32	48
203	32	48
204	33	49
202	34	47
202	35	45
202	34	47
202	34	49
202	34	51
204	36	51
201	35	47
200	32	47
200	34	48
200	34	48
203	35	50
202	34	49
203	35	50
203	35	52
204	36	53
203	35	50
202	34	49
203	35	50
201	33	48
202	34	49
202	34	49
202	34	49
202	34	49
204	36	51
205	37	52
205	37	50
205	37	50
203	35	50
203	35	50
206	38	53
206	38	51
205	37	52
203	35	50
202	34	49
202	34	47
203	35	50
203	35	50
203	35	48
201	33	46
199	31	46
200	32	45
199	33	45
200	34	48
200	34	48
199	33	45
197	33	44
196	34	47
198	33	47
197	32	46
193	31	44
193	31	44
192	30	45
191	29	44
190	29	44
190	29	45
192	30	43
191	30	45
190	29	44
189	28	43
189	28	44
190	29	45
189	31	46
188	32	45
187	29	44
187	29	44
186	28	42
186	30	43
186	30	43
185	31	43
183	28	42
180	25	39
182	28	40
181	26	40
179	27	40
180	28	41
178	28	40
175	27	39
173	27	38
170	26	36
166	26	37
174	29	42
177	33	43
177	31	42
175	30	43
175	30	47
178	41	59
175	71	78
146	61	54
121	33	32
89	27	32
42	26	26
32	29	24
37	34	29
43	43	41
49	49	47
54	54	52
63	63	61
70	70	70
83	81	82
23	23	21
14	14	12
16	17	12
17	16	12
20	19	15
23	20	15
25	22	17
25	20	14
22	22	14
24	21	14
24	21	14
25	22	17
24	21	16
23	20	15
24	21	16
23	20	15
23	13	11
19	11	9
8	6	7
5	5	5
4	4	4
3	3	3
4	4	4
4	4	4
4	4	6
5	4	2
4	6	5
11	7	8
54	28	37
113	68	71
151	87	85
167	79	104
173	56	109
186	61	127
200	100	152
172	78	115
172	64	98
175	55	93
188	47	82
201	118	68
219	166	72
187	90	39
188	37	46
191	31	43
194	32	43
190	33	44
187	30	41
188	30	44
188	31	42
192	31	49
192	34	49
195	33	46
198	31	49
195	30	46
201	33	46
199	33	47
201	34	44
200	34	48
199	32	50
199	32	42
199	34	41
198	36	49
193	32	47
189	31	46
192	31	46
198	31	48
198	30	45
196	31	45
198	33	47
202	34	49
204	33	51
200	33	50
199	32	49
200	32	47
203	35	48
202	34	47
204	36	51
202	34	49
201	33	46
199	31	44
199	33	47
199	33	47
201	33	48
201	33	48
198	32	46
197	31	45
195	29	43
191	30	45
183	28	42
172	26	39
165	31	42
173	35	50
180	35	48
177	31	42
180	30	42
180	29	44
171	30	39
165	31	38
163	34	39
164	33	38
168	32	36
175	32	38
186	32	42
191	30	45
193	32	47
195	33	48
198	31	48
201	33	50
204	33	49
204	34	47
206	34	48
206	34	48
208	36	52
209	37	53
209	37	53
208	36	52
208	36	52
206	34	48
207	32	47
210	35	50
211	36	49
211	36	49
210	35	50
211	36	51
211	34	50
210	33	49
208	33	50
209	34	51
211	36	51
207	35	51
208	36	50
206	34	46
205	33	49
204	33	49
203	33	46
202	32	43
200	32	45
200	32	45
200	34	48
200	32	47
199	33	47
197	31	45
195	30	46
196	29	47
195	28	45
195	30	46
193	28	42
191	29	42
190	28	41
189	27	42
187	26	41
187	29	43
188	30	45
189	28	43
191	30	45
189	28	43
189	28	43
189	28	43
190	29	44
192	30	45
193	31	44
197	32	46
196	31	45
198	32	46
199	32	49
199	32	49
198	31	48
196	29	46
196	31	47
198	33	49
197	35	48
198	34	45
199	33	45
201	33	48
201	33	50
200	33	50
204	33	49
202	31	47
205	35	48
203	33	46
203	33	46
202	31	47
203	32	48
203	32	48
206	34	50
207	35	51
205	35	48
205	35	48
205	34	52
207	36	52
203	31	45
203	31	45
203	31	45
205	34	50
205	34	50
202	34	49
202	34	49
204	33	51
205	34	50
206	36	49
205	33	47
202	34	47
200	34	46
199	33	45
199	33	45
201	33	48
205	37	52
201	35	49
201	35	47
201	35	49
199	32	49
202	34	49
202	34	49
203	35	48
201	33	48
203	35	52
201	33	48
201	33	48
202	36	50
199	33	47
200	34	48
202	34	51
203	35	50
201	33	46
203	35	52
205	37	54
204	36	53
206	35	51
206	35	51
206	35	51
207	36	52
208	37	55
207	37	50
203	35	48
203	35	48
204	36	49
203	35	50
202	34	49
205	34	50
203	32	48
200	32	49
202	34	49
201	33	48
202	34	51
201	33	50
201	33	50
199	32	49
199	32	49
196	31	47
197	30	47
196	29	46
195	30	46
192	30	45
191	30	45
190	29	44
191	29	44
192	32	44
189	32	43
188	30	44
189	28	43
190	29	45
190	29	45
190	29	44
188	30	44
186	28	43
185	27	42
184	26	40
185	27	41
187	31	44
188	32	45
184	28	42
184	28	42
184	28	41
181	26	40
180	28	41
178	26	39
176	26	38
176	28	40
171	27	37
167	26	35
175	29	40
186	31	49
182	32	44
179	33	44
177	31	42
176	29	47
183	39	72
182	65	94
160	97	79
117	46	40
82	26	29
36	20	20
25	25	17
31	26	22
39	35	34
43	43	41
48	48	46
55	55	53
62	62	60
81	79	80
23	25	24
13	13	11
15	16	11
21	20	15
22	21	17
24	20	17
24	20	17
22	21	16
24	21	16
24	21	16
24	21	16
24	21	16
25	22	17
24	21	16
26	21	17
24	16	13
24	12	14
18	13	9
9	5	2
3	5	4
3	3	1
3	3	1
1	5	6
4	6	5
4	4	4
3	5	4
6	6	6
58	22	34
125	66	86
156	97	115
176	117	135
176	96	133
175	77	128
191	117	154
172	115	130
169	72	103
178	50	98
186	50	88
187	82	61
216	162	72
197	107	45
193	45	43
196	31	48
194	33	41
195	33	44
189	31	45
187	29	43
187	30	47
186	30	43
193	32	47
194	32	45
197	31	45
198	32	44
199	33	45
199	33	45
198	32	46
200	33	50
200	34	46
199	33	45
200	32	47
201	33	46
200	34	48
194	31	48
194	33	48
195	32	49
197	31	45
198	30	45
198	32	46
199	35	46
200	34	46
202	34	49
202	34	49
201	34	44
200	32	45
202	34	51
204	36	53
204	36	51
202	34	49
200	32	47
200	32	49
201	30	46
203	33	46
200	32	45
200	32	47
202	31	47
198	30	45
191	29	42
182	28	40
168	26	40
165	29	41
170	33	43
179	31	45
183	33	45
185	33	46
187	31	45
190	32	47
190	29	44
189	31	46
186	31	45
179	29	40
176	29	39
180	28	40
186	30	43
192	31	46
196	34	47
198	32	44
202	32	45
204	34	47
204	34	47
205	37	50
206	36	49
206	34	48
206	36	49
209	37	53
208	36	52
208	36	50
208	36	50
207	35	49
210	35	50
211	34	50
210	35	50
210	35	50
211	36	51
210	35	52
211	36	53
210	35	52
209	37	51
207	37	50
207	35	47
203	33	44
203	33	44
201	33	46
201	33	46
202	34	47
201	33	46
200	34	46
203	32	48
200	32	47
196	30	44
197	31	45
196	30	44
194	27	44
193	28	44
191	29	44
190	28	43
188	27	43
185	27	42
185	27	42
188	27	43
188	27	43
186	28	43
186	28	43
188	30	44
189	31	45
187	31	44
185	29	43
185	27	41
189	32	43
191	31	43
190	28	41
192	30	41
196	31	45
196	30	44
198	31	48
199	33	47
198	32	46
196	30	44
196	29	46
197	31	45
198	31	49
199	32	50
199	32	49
200	34	48
199	33	47
199	32	49
201	33	48
200	32	45
200	32	45
203	33	46
203	32	48
203	32	48
202	31	47
203	32	48
205	33	49
201	33	48
204	33	49
204	33	49
206	34	50
206	34	50
206	35	51
205	34	50
202	34	49
202	32	45
203	33	46
204	33	49
204	33	51
204	33	49
205	34	50
206	35	53
208	35	54
202	34	49
201	33	48
200	32	45
200	32	45
200	32	45
202	34	49
204	36	53
202	34	51
200	34	48
200	34	48
201	35	49
201	35	49
202	34	47
201	33	48
200	32	47
201	33	50
201	33	50
201	33	48
202	34	49
200	32	47
200	34	48
203	35	50
202	34	49
203	35	48
203	35	50
202	34	49
202	34	49
206	35	51
206	35	51
205	34	50
205	37	54
204	37	54
205	37	50
204	36	49
204	36	49
204	37	47
206	36	49
204	34	47
202	32	45
202	34	47
203	35	50
201	33	50
203	35	50
204	36	51
203	34	53
199	32	50
197	31	45
200	34	48
197	31	45
197	31	45
197	31	45
195	30	44
195	30	44
193	31	44
192	30	45
190	28	43
192	30	43
192	30	45
189	26	43
190	27	44
190	29	47
191	30	46
192	31	47
187	29	44
191	29	44
187	30	41
185	27	42
185	27	41
185	29	43
186	29	46
184	28	41
182	28	40
186	28	43
183	28	42
179	29	41
177	27	39
179	27	40
178	28	40
171	27	37
170	30	41
181	29	44
185	30	44
186	30	43
184	30	42
178	32	43
175	30	45
178	39	62
178	54	90
167	85	89
122	50	51
76	25	32
32	18	18
17	16	12
19	19	17
25	26	21
35	34	30
40	39	35
46	47	41
54	55	49
74	75	70
24	24	22
14	15	10
19	18	13
23	22	17
22	21	16
24	20	17
21	20	16
20	19	15
24	20	17
23	19	16
24	20	17
25	22	17
24	21	16
24	21	16
25	20	16
23	15	12
19	11	9
10	11	6
5	4	2
6	1	5
3	4	6
5	5	5
7	3	4
6	4	5
4	4	4
7	5	6
39	23	26
103	75	64
138	97	101
164	115	137
171	131	140
156	116	116
174	137	129
165	137	123
149	94	89
169	55	78
185	47	73
188	82	60
208	158	71
200	138	51
187	54	37
193	33	45
197	31	51
196	32	43
196	31	45
190	29	44
186	28	42
183	28	42
186	30	43
189	31	45
195	33	46
200	34	48
200	32	47
200	32	47
200	32	47
201	33	46
199	33	45
199	33	43
199	33	43
200	32	45
203	35	48
203	37	51
198	33	50
194	32	47
196	34	49
